Songs,Mood,Energy,Beats
Aankhen Bheeg Jati Hain,Sad,Medium,Slow
Teri Yaad,Happy,Medium,Slow
Dil Ki Lagi Kuch Aur Bhi,Happy,Medium,Slow
Koi Nahin (One More Dance),Happy,High,Fast
Aashiq Banaya Aapne,Happy,High,Fast
Tera Suroor,Happy,High,Fast
Jhalak Dikhla Jaa,Happy,High,Fast
Tere Naam,Sad,Medium,Slow
Tera Suroor (Remix),Happy,High,Fast
Hookah Bar,Happy,High,Fast
Teri Meri,Happy,Medium,Mid-tempo
Zara Jhoom Jhoom,Happy,Medium,Mid-tempo
Tera Mera Milna,Happy,Medium,Slow
Humko Deewana Kar Gaye,Happy,High,Fast
Naam Hai Tera,Happy,High,Fast
Aap Ki Khatir,Happy,High,Fast
Mann Ka Radio,Happy,Medium,Mid-tempo
Jumme Ki Raat,Happy,High,Fast
Piya Ke Bazaar Mein,Happy,High,Fast
O Sanam,Happy,Medium,Slow
Na Tum Jano Na Hum,Happy,Medium,Slow
Dekha Hai Aise Bhi,Happy,Medium,Slow
Kitni Haseen Zindagi,Happy,Medium,Slow
Aa Bhi Jaa,Happy,Medium,Slow
Safarnama,Happy,Medium,Mid-tempo
Gori Teri Aankhen Kahein,Happy,Medium,Slow
Tere Mere Saath,Happy,Medium,Slow
Jaane Kya Dhoondta Hai,Happy,Medium,Slow
Sunoh,Happy,Medium,Mid-tempo
Kabhi Aisa Lagta Hai,Happy,Medium,Slow
Ek Pal Ka Jeena,Happy,Medium,Mid-tempo
Tum Ho Wahi,Happy,Medium,Slow
Hairat,Happy,Medium,Mid-tempo
Anjaani Raahon Mein,Happy,Medium,Slow
Likhe Jo Khat Tujhe,Happy,Medium,Slow
Yeh Reshmi Zulfein,Happy,Medium,Slow
Chaudhvin Ka Chand Ho,Happy,Medium,Slow
Kya Hua Tera Wada,Sad,Medium,Slow
Baharon Phool Barsao,Happy,Medium,Slow
Yeh Chand Sa Roshan Chehra,Happy,Medium,Mid-tempo
Gulabi Aankhen Jo Teri Dekhi,Happy,Medium,Mid-tempo
Main Zindagi Ka Saath Nibhata,Happy,Medium,Slow
Aane Se Uske Aaye Bahar,Happy,Medium,Slow
Tum Jo Mil Gaye Ho,Happy,Medium,Slow
Teri Bindiya Re,Happy,Medium,Slow
Din Dhal Jaye,Sad,Medium,Slow
Aaja Tujhko Pukare Mera Pyar,Happy,Medium,Slow
Chhup Gaye Sare Nazare,Happy,Medium,Slow
Aaj Mausam Bada Beimaan Hai,Happy,Medium,Slow
Aaftaab,Happy,High,Fast
Dil Mere,Happy,High,Fast
Aalas Ka Pedh,Happy,Medium,Mid-tempo
Choo Lo,Sad,High,Fast
Bandey,Happy,High,Fast
Tere Mast Mast Do Nain,Happy,Medium,Mid-tempo
Afreen Afreen,Happy,Medium,Mid-tempo
Jiya Dhadak Dhadak Jaye,Happy,Medium,Mid-tempo
Tum Jo Aaye,Happy,Medium,Mid-tempo
Zaroori Tha,Sad,Medium,Slow
O Re Piya,Sad,Medium,Slow
Tere Bin,Sad,Medium,Slow
Mann Ki Lagan,Happy,Medium,Mid-tempo
Mein Tenu Samjhawan Ki,Happy,Medium,Mid-tempo
Mein Jahan Rahoon,Happy,Medium,Mid-tempo
Dil To Bacha Hai Ji,Happy,Medium,Mid-tempo
Aas Paas Hai Khuda,Sad,Medium,Mid-tempo
Tera Ban Jaunga,Happy,Medium,Mid-tempo
Teri Meri,Happy,Medium,Mid-tempo
Jag Ghoomeya,Happy,Medium,Mid-tempo
Breathless,Happy,High,Fast
Maa,Happy,Medium,Slow
Mitwa,Happy,Medium,Mid-tempo
Tere Bin,Happy,Medium,Slow
Sapnon Se Bhare Naina,Happy,Medium,Slow
Dil Chahta Hai,Happy,High,Fast
Koi Kahe Kehta Rahe,Happy,High,Fast
Uff Teri Adaa,Happy,High,Fast
Meri Maa,Sad,Medium,Slow
Lukka Chuppi,Happy,Medium,Slow
Lakshya,Happy,High,Fast
Zinda,Happy,High,Fast
Kajra Re,Happy,High,Fast
Breatheless 2,Happy,High,Fast
Maula Mere Le Le Meri Jaan,Happy,Medium,Slow
Tera Chehra,Happy,Medium,Slow
Kabhi To Nazar Milao,Happy,Medium,Mid-tempo
Bheegi Bheegi Raaton Mein,Happy,Medium,Slow
Lift Kara De,Happy,High,Fast
Bhar Do Jholi Meri,Happy,High,Mid-tempo
Sun Zara,Happy,Medium,Slow
Dil Kya Karein,Happy,Medium,Mid-tempo
Pal Do Pal,Happy,Medium,Slow
Mujhko Bhi,Happy,Medium,Slow
Tera Chehra,Happy,Medium,Slow
Baarish,Happy,Medium,Slow
Teri Yaad,Sad,Medium,Slow
Bhardo Jholi Meri,Happy,High,Mid-tempo
Noor E Khuda,Happy,Medium,Slow
Kisi Din,Happy,Medium,Slow
Tujh Mein Rab Dikhta Hai,Happy,Medium,Slow
Maula Mere Maula,Happy,Medium,Slow
O Saiyyan,Sad,Medium,Slow
Suno Na,Happy,Medium,Mid-tempo
O Paalanhaare,Sad,Medium,Slow
Laal Ishq,Sad,Medium,Slow
Mann Ki Lagan,Happy,Medium,Mid-tempo
Aankhon Mein Teri,Happy,Medium,Slow
Dil Ko,Happy,Medium,Slow
Teri Justajoo,Happy,Medium,Slow
Tere Liye,Happy,Medium,Slow
Jiya Dhadak Dhadak Jaye,Happy,Medium,Mid-tempo
Main Hoon Na,Happy,Medium,Mid-tempo
Agar Tum Mil Jao,Sad,Medium,Slow
Mein Tenu Samjhawan Ki,Happy,Medium,Slow
Nothing's Gonna Hurt You Baby,Sad,Low,Slow
Apocalypse,Sad,Low,Slow
K.,Sad,Low,Slow
Sweet,Sad,Low,Slow
Affection,Sad,Low,Slow
Keep On Loving You,Sad,Low,Slow
Each Time You Fall in Love,Sad,Low,Slow
Sunsetz,Sad,Low,Slow
Truly,Sad,Low,Slow
Starry Eyes,Sad,Low,Slow
Young & Dumb,Sad,Low,Slow
Heavenly,Sad,Low,Slow
Cry,Sad,Low,Slow
Sesame Syrup,Sad,Low,Slow
Crush,Sad,Low,Slow
There Is a Light That Never Goes Out,Sad,Medium,Slow
This Charming Man,Happy,High,Fast
How Soon Is Now?,Sad,High,Mid-tempo
"Please, Please, Please, Let Me Get What I Want",Sad,Low,Slow
Heaven Knows I'm Miserable Now,Sad,Medium,Slow
Bigmouth Strikes Again,Happy,High,Fast
Girlfriend in a Coma,Sad,Medium,Mid-tempo
Stop Me If You Think You've Heard This One Before,Happy,High,Fast
Panic,Happy,High,Fast
"William, It Was Really Nothing",Happy,High,Fast
Ask,Happy,Medium,Mid-tempo
I Know It's Over,Sad,Medium,Slow
What Difference Does It Make?,Happy,Medium,Mid-tempo
Some Girls Are Bigger Than Others,Happy,Medium,Mid-tempo
This Night Has Opened My Eyes,Sad,Medium,Slow
Slow Hands,Happy,Medium,Mid-tempo
This Town,Sad,Medium,Slow
Nice To Meet Ya,Happy,High,Fast
On The Loose,Happy,High,Fast
Too Much to Ask,Sad,Medium,Slow
Black and White,Happy,Medium,Mid-tempo
Put a Little Love On Me,Happy,Medium,Slow
No Judgement,Happy,Medium,Mid-tempo
Heartbreak Weather,Sad,Medium,Mid-tempo
Flicker,Sad,Medium,Slow
Paper Houses,Sad,Medium,Slow
Fire Away,Sad,Medium,Slow
The Tide,Happy,Medium,Mid-tempo
Everywhere,Happy,High,Fast
Dear Patience,Sad,Medium,Slow
What Makes You Beautiful,Happy,High,Fast
Story of My Life,Sad,Medium,Slow
Drag Me Down,Happy,High,Fast
Steal My Girl,Happy,High,Fast
Night Changes,Sad,Medium,Slow
Little Things,Sad,Medium,Slow
Live While We're Young,Happy,High,Fast
Perfect,Happy,Medium,Mid-tempo
Best Song Ever,Happy,High,Fast
Kiss You,Happy,High,Fast
History,Happy,High,Fast
One Thing,Happy,High,Fast
You & I,Happy,Medium,Slow
One Way or Another (Teenage Kicks),Happy,High,Fast
Gotta Be You,Happy,High,Fast
L$D,Happy,Medium,Slow
Praise the Lord (Da Shine),Happy,High,Fast
F**kin' Problems,Happy,High,Fast
Everyday,Happy,Medium,Slow
Wild for the Night,Happy,High,Fast
Goldie,Happy,High,Fast
Fashion Killa,Happy,Medium,Slow
Canal St.,Happy,Medium,Mid-tempo
Problems,Happy,High,Fast
Angels,Happy,High,Fast
Excuse Me,Happy,High,Fast
Babushka Boi,Happy,High,Fast
Lord Pretty Flacko Jodye 2 (LPFJ2),Happy,High,Fast
Sundress,Happy,Medium,Slow
Phoenix,Happy,High,Fast
Sugar,Happy,High,Fast
She Will Be Loved,Happy,Medium,Slow
Moves Like Jagger,Happy,High,Fast
This Love,Happy,High,Fast
Girls Like You,Happy,High,Mid-tempo
Payphone,Sad,Medium,Slow
Sunday Morning,Happy,Medium,Mid-tempo
Memories,Sad,Medium,Slow
Animals,Happy,High,Fast
Maps,Happy,Medium,Mid-tempo
One More Night,Happy,High,Fast
Don't Wanna Know,Happy,Medium,Mid-tempo
Misery,Sad,High,Fast
What Lovers Do,Happy,High,Fast
Cold,Happy,High,Fast
Uptown Funk (feat. Mark Ronson),Happy,High,Fast
Just the Way You Are,Happy,High,Mid-tempo
Grenade,Sad,High,Slow
Locked Out of Heaven,Happy,High,Fast
24K Magic,Happy,High,Fast
Treasure,Happy,High,Fast
When I Was Your Man,Sad,Medium,Slow
That's What I Like,Happy,High,Fast
Marry You,Happy,High,Fast
Count on Me,Happy,Medium,Slow
Versace on the Floor,Happy,Medium,Slow
The Lazy Song,Happy,Medium,Slow
Gorilla,Happy,High,Fast
Finesse (Remix) [feat. Cardi B],Happy,High,Fast
Chunky,Happy,High,Fast
Ho Hey,Happy,Medium,Mid-tempo
Stubborn Love,Happy,Medium,Mid-tempo
Ophelia,Happy,Medium,Mid-tempo
Cleopatra,Happy,Medium,Mid-tempo
Angela,Happy,Medium,Mid-tempo
Gale Song,Sad,Medium,Slow
Sleep on the Floor,Happy,Medium,Mid-tempo
Salt and the Sea,Sad,Medium,Slow
Flowers in Your Hair,Happy,Medium,Mid-tempo
Classy Girls,Happy,Medium,Mid-tempo
Life in the City,Happy,Medium,Mid-tempo
My Eyes,Sad,Medium,Slow
Gloria,Happy,Medium,Mid-tempo
Submarines,Sad,Medium,Slow
Slow It Down,Sad,Medium,Slow
Sunn Raha Hai,Sad,Medium,Slow
Galliyan,Sad,Medium,Slow
Tum Hi Ho,Sad,Medium,Slow
Dil Cheez Tujhe Dedi,Happy,High,Fast
Tu Hai Ki Nahi,Sad,Medium,Slow
Katra Katra,Sad,Medium,Slow
Boond Boond,Happy,Medium,Mid-tempo
Kuch Toh Hua Hai,Happy,Medium,Mid-tempo
Iss Qadar Tumse Pyaar Ho Gaya,Happy,Medium,Slow
Alif Se,Happy,Medium,Slow
Tose Naina,Sad,Medium,Slow
Dhoom Dhaam,Happy,High,Fast
Sunn Le Zara,Sad,Medium,Slow
Mehbooba,Happy,High,Fast
Teri Galliyan (Unplugged),Sad,Medium,Slow
Thinkin Bout You,Happy,Medium,Slow
Nights,Happy,Medium,Mid-tempo
Chanel,Happy,Medium,Mid-tempo
Pink + White,Happy,Medium,Slow
Ivy,Sad,Medium,Mid-tempo
Solo,Sad,Medium,Slow
Self Control,Sad,Medium,Slow
Swim Good,Sad,Medium,Mid-tempo
Pyramids,Happy,High,Fast
Super Rich Kids,Happy,Medium,Mid-tempo
Nikes,Sad,Medium,Slow
White Ferrari,Sad,Medium,Slow
Provider,Happy,Medium,Mid-tempo
Lost,Happy,Medium,Mid-tempo
Skyline To,Happy,Medium,Mid-tempo
Thinkin Bout You,Happy,Medium,Slow
Nights,Happy,Medium,Mid-tempo
Chanel,Happy,Medium,Mid-tempo
Pink + White,Happy,Medium,Slow
Ivy,Sad,Medium,Mid-tempo
Solo,Sad,Medium,Slow
Self Control,Sad,Medium,Slow
Swim Good,Sad,Medium,Mid-tempo
Pyramids,Happy,High,Fast
Super Rich Kids,Happy,Medium,Mid-tempo
Nikes,Sad,Medium,Slow
White Ferrari,Sad,Medium,Slow
Provider,Happy,Medium,Mid-tempo
Lost,Happy,Medium,Mid-tempo
Skyline To,Happy,Medium,Mid-tempo
High Hopes,Happy,Medium,Mid-tempo
All I Want,Sad,Medium,Slow
Love Like This,Happy,Medium,Mid-tempo
Brother,Sad,Medium,Slow
The One,Happy,Medium,Mid-tempo
Follow Your Fire,Happy,High,Fast
Shed a Tear,Sad,Medium,Slow
Ready to Change,Sad,Medium,Mid-tempo
After the Fall,Sad,Medium,Slow
Brand New Day,Happy,Medium,Mid-tempo
Honest,Sad,Medium,Slow
Way Back When,Happy,Medium,Mid-tempo
High Hopes - Acoustic,Happy,Medium,Slow
Love Will Set You Free,Happy,Medium,Mid-tempo
Lost,Sad,Medium,Slow
Tum Hi Aana,Sad,Medium,Slow
Humnava,Sad,Medium,Slow
Meherbani,Happy,Medium,Slow
Bawara Mann,Happy,Medium,Slow
Kaabil Hoon,Happy,Medium,Slow
Sawan Aaya Hai,Happy,Medium,Mid-tempo
Agar Tum Saath Ho,Sad,Medium,Slow
Dil Ka Dariya,Sad,Medium,Slow
Tere Liye,Sad,Medium,Slow
Lo Safar,Happy,Medium,Slow
Ek Mulaqat,Happy,Medium,Mid-tempo
Kuch Toh Bata Zindagi,Happy,Medium,Slow
Tujhe Kitna Chahein Aur Hum,Sad,Medium,Slow
Phir Mulaaqat,Sad,Medium,Slow
Ik Vaari Aa,Happy,Medium,Slow
Tera Zikr,Sad,Medium,Slow
Chogada,Happy,High,Fast
Ek Ladki Ko Dekha Toh Aisa Laga,Happy,Medium,Mid-tempo
Saari Ki Saari,Happy,Medium,Mid-tempo
Shab Tum Ho,Sad,Medium,Slow
Do Din,Happy,Medium,Mid-tempo
Kamariya,Happy,High,Fast
Baarish Lete Aana,Sad,Medium,Slow
Hawa Banke,Happy,Medium,Mid-tempo
Teraa Surroor,Sad,Medium,Slow
Bhula Diya,Sad,Medium,Slow
Judaiyaan,Sad,Medium,Slow
Dil Mera Blast,Happy,High,Fast
Bhula Dunga,Sad,Medium,Slow
Mujhe Peene Do,Happy,High,Fast
Pani Da Rang,Happy,Medium,Slow
Saadi Galli Aaja,Happy,Medium,Mid-tempo
Mitti Di Khushboo,Happy,Medium,Slow
Yahin Hoon Main,Happy,Medium,Slow
Ik Vaari,Happy,Medium,Slow
Orrey Mon,Happy,Medium,Slow
Nazm Nazm,Happy,Medium,Slow
Chan Kitthan,Happy,Medium,Mid-tempo
Naina Da Kya Kasoor,Sad,Medium,Slow
O Heeriye,Happy,Medium,Mid-tempo
Maana Ke Hum Yaar Nahin,Sad,Medium,Slow
Sadi Gali,Happy,Medium,Mid-tempo
Haareya,Sad,Medium,Slow
Mitti Di Khushboo (Female),Happy,Medium,Slow
Ik Vaari Aa,Happy,Medium,Slow
Bodak Yellow,Happy,High,Fast
I Like It (with Bad Bunny & J Balvin),Happy,High,Fast
WAP (feat. Megan Thee Stallion),Happy,High,Fast
Money,Happy,High,Fast
Be Careful,Sad,Medium,Slow
Press,Happy,High,Fast
Bartier Cardi (feat. 21 Savage),Happy,High,Fast
Ring (feat. Kehlani),Sad,Medium,Slow
Drip (feat. Migos),Happy,High,Fast
Get Up 10,Happy,High,Fast
Bickenhead,Happy,High,Fast
Thru Your Phone,Sad,Medium,Slow
Money Bag,Happy,High,Fast
I Do (feat. SZA),Happy,High,Fast
Best Life (feat. Chance the Rapper),Happy,High,Fast
Bezubaan,Happy,High,Fast
Saibo,Happy,Medium,Slow
Mileya Mileya,Happy,Medium,Mid-tempo
Chaandaniya,Happy,Medium,Slow
Jeene Mein Aaye Maza,Happy,High,Fast
Mile Sur,Happy,High,Fast
Laadki,Happy,Medium,Slow
Ove Janiya,Sad,Medium,Slow
Gulabi,Happy,High,Fast
Gulabi Redux,Happy,High,Fast
Kho Jaane De,Sad,Medium,Slow
Badtameez Dil,Happy,High,Fast
Taang Uthake,Happy,High,Fast
Tera Naam Japdi Phiran,Happy,High,Fast
Fakeera,Happy,Medium,Slow
Kabira,Happy,Medium,Slow
Dil Ibaadat,Happy,Medium,Mid-tempo
Tum Jo Aaye,Happy,Medium,Mid-tempo
Khuda Jaane,Happy,Medium,Mid-tempo
Zara Zara Touch Me,Happy,High,Fast
I Love You,Happy,Medium,Mid-tempo
Bhula Dena Mujhe,Sad,Medium,Slow
Meri Adhuri Kahani,Sad,Medium,Slow
Tu Hi Meri Shab Hai,Happy,Medium,Slow
Tu Jaane Na,Sad,Medium,Slow
Rabba,Sad,Medium,Slow
Sajda,Happy,Medium,Mid-tempo
Be Intehaan,Happy,Medium,Mid-tempo
Afreen Afreen,Happy,Medium,Slow
Piya O Re Piya,Happy,Medium,Mid-tempo
New Rules,Happy,High,Fast
Don't Start Now,Happy,High,Fast
Levitating (feat. DaBaby),Happy,High,Fast
Break My Heart,Happy,High,Mid-tempo
Physical,Happy,High,Fast
Be the One,Happy,High,Fast
One Kiss (with Calvin Harris),Happy,High,Fast
Hallucinate,Happy,High,Fast
Hotter than Hell,Happy,High,Fast
Blow Your Mind (Mwah),Happy,High,Fast
Electricity (with Silk City),Happy,High,Fast
Love Again,Happy,High,Fast
Pretty Please,Happy,High,Fast
Don't Start Now,Happy,High,Fast
Chandelier,Sad,High,Fast
Cheap Thrills,Happy,High,Fast
Elastic Heart,Sad,High,Mid-tempo
Titanium (feat. David Guetta),Happy,High,Fast
Alive,Happy,High,Mid-tempo
The Greatest (feat. Kendrick Lamar),Happy,High,Mid-tempo
Unstoppable,Happy,High,Fast
Big Girls Cry,Sad,High,Mid-tempo
Snowman,Sad,Medium,Slow
Bird Set Free,Sad,High,Mid-tempo
Reaper,Sad,High,Mid-tempo
Move Your Body,Happy,High,Fast
Clap Your Hands,Happy,High,Fast
Fire Meet Gasoline,Sad,Medium,Slow
Soon We'll Be Found,Sad,Medium,Slow
Someone Like You,Sad,Medium,Slow
Rolling in the Deep,Sad,High,Fast
Hello,Sad,Medium,Slow
Set Fire to the Rain,Sad,High,Mid-tempo
When We Were Young,Sad,Medium,Slow
Skyfall,Sad,Medium,Slow
Make You Feel My Love,Sad,Medium,Slow
Send My Love (To Your New Lover),Happy,High,Fast
Rumour Has It,Happy,High,Fast
Chasing Pavements,Sad,Medium,Mid-tempo
Water Under the Bridge,Sad,Medium,Mid-tempo
Turning Tables,Sad,Medium,Mid-tempo
Hometown Glory,Sad,Medium,Mid-tempo
Million Years Ago,Sad,Medium,Slow
All I Ask,Sad,Medium,Slow
Hips Don't Lie,Happy,High,Fast
"Whenever, Wherever",Happy,High,Fast
Waka Waka (This Time for Africa),Happy,High,Fast
La Tortura,Happy,High,Fast
She Wolf,Happy,High,Fast
Try Everything,Happy,High,Fast
Loca,Happy,High,Fast
Can't Remember to Forget You,Happy,High,Fast
La La La (Brazil 2014),Happy,High,Fast
Underneath Your Clothes,Happy,Medium,Slow
Objection (Tango),Happy,High,Fast
Did It Again,Happy,High,Fast
Empire,Happy,High,Fast
Me Enamoré,Happy,High,Fast
Rabiosa,Happy,High,Fast
Jailhouse Rock,Happy,High,Fast
Can't Help Falling in Love,Happy,Medium,Slow
Suspicious Minds,Happy,High,Mid-tempo
Hound Dog,Happy,High,Fast
Love Me Tender,Happy,Medium,Slow
Blue Suede Shoes,Happy,High,Fast
Heartbreak Hotel,Sad,Medium,Slow
Always on My Mind,Sad,Medium,Slow
Burning Love,Happy,High,Fast
It's Now or Never,Happy,High,Slow
Don't Be Cruel,Happy,High,Fast
In the Ghetto,Sad,Medium,Slow
Return to Sender,Happy,Medium,Mid-tempo
Are You Lonesome Tonight?,Sad,Medium,Slow
A Little Less Conversation,Happy,High,Fast
Treat You Better,Happy,High,Fast
There's Nothing Holdin' Me Back,Happy,High,Fast
Stitches,Happy,High,Fast
In My Blood,Sad,High,Mid-tempo
Mercy,Sad,Medium,Slow
If I Can't Have You,Happy,High,Fast
Lost in Japan,Happy,High,Fast
Senorita (with Camila Cabello),Happy,High,Mid-tempo
Wonder,Happy,High,Fast
Never Be Alone,Happy,Medium,Mid-tempo
Where Were You in the Morning?,Sad,Medium,Slow
Nervous,Happy,High,Fast
Havana (feat. Young Thug),Happy,High,Mid-tempo
Never Be the Same,Happy,High,Mid-tempo
Consequences,Sad,Medium,Slow
My Oh My (feat. DaBaby),Happy,High,Fast
Shameless,Happy,High,Fast
Liar,Happy,High,Fast
Crying in the Club,Sad,High,Mid-tempo
Living Proof,Happy,High,Fast
Real Friends,Sad,Medium,Slow
Beautiful (feat. Bazzi),Happy,High,Mid-tempo
All These Years,Happy,Medium,Slow
She Loves Control,Happy,High,Fast
Used to This,Happy,High,Fast
Cry for Me,Sad,High,Mid-tempo
Dancing Queen,Happy,High,Fast
Mamma Mia,Happy,High,Fast
Waterloo,Happy,High,Fast
Fernando,Happy,Medium,Slow
Take a Chance on Me,Happy,High,Mid-tempo
SOS,Sad,Medium,Mid-tempo
"Knowing Me, Knowing You",Sad,Medium,Mid-tempo
"Money, Money, Money",Happy,High,Fast
Gimme! Gimme! Gimme! (A Man After Midnight),Happy,High,Fast
Super Trouper,Happy,High,Mid-tempo
Chiquitita,Sad,Medium,Slow
Lay All Your Love on Me,Happy,High,Mid-tempo
"Dancing Queen - From ""Mamma Mia!"" Soundtrack",Happy,High,Fast
Does Your Mother Know,Happy,High,Fast
Can't Stop the Feeling!,Happy,High,Fast
Mirrors,Sad,Medium,Slow
SexyBack,Happy,High,Fast
Cry Me a River,Sad,High,Mid-tempo
Rock Your Body,Happy,High,Fast
Suit & Tie (feat. Jay-Z),Happy,High,Mid-tempo
What Goes Around... Comes Around,Sad,Medium,Slow
Like I Love You,Happy,High,Fast
TKO,Sad,Medium,Slow
Filthy,Happy,High,Fast
LoveStoned / I Think She Knows Interlude,Happy,High,Fast
Señorita (feat. Pharrell Williams),Happy,High,Mid-tempo
My Love (feat. T.I.),Happy,High,Fast
Take Back the Night,Happy,High,Fast
Not a Bad Thing,Happy,Medium,Slow
Sweet Jane,Happy,High,Mid-tempo
Pale Blue Eyes,Sad,Medium,Slow
Sunday Morning,Happy,Medium,Slow
Heroin,Sad,High,Slow
I'm Waiting for the Man,Happy,High,Fast
Femme Fatale,Sad,Medium,Slow
Rock & Roll,Happy,High,Fast
Venus in Furs,Sad,High,Slow
White Light/White Heat,Happy,High,Fast
I'll Be Your Mirror,Sad,Medium,Slow
All Tomorrow's Parties,Sad,Medium,Slow
Stephanie Says,Happy,Medium,Slow
What Goes On,Happy,High,Fast
Candy Says,Sad,Medium,Slow
Run Run Run,Happy,High,Fast
Firework,Happy,High,Mid-tempo
Roar,Happy,High,Mid-tempo
Teenage Dream,Happy,High,Mid-tempo
California Gurls (feat. Snoop Dogg),Happy,High,Fast
Dark Horse (feat. Juicy J),Happy,High,Mid-tempo
Hot N Cold,Happy,High,Fast
Last Friday Night (T.G.I.F.),Happy,High,Fast
E.T. (feat. Kanye West),Happy,High,Mid-tempo
I Kissed a Girl,Happy,High,Fast
Part of Me,Happy,High,Fast
Wide Awake,Sad,Medium,Mid-tempo
Chained to the Rhythm (feat. Skip Marley),Happy,High,Mid-tempo
Unconditionally,Happy,Medium,Slow
This Is How We Do,Happy,High,Fast
Waking Up in Vegas,Happy,High,Fast
Sweet Child o' Mine,Happy,High,Mid-tempo
Welcome to the Jungle,Happy,High,Fast
November Rain,Sad,Medium,Slow
Paradise City,Happy,High,Fast
Knockin' on Heaven's Door,Sad,Medium,Slow
Patience,Sad,Medium,Slow
Don't Cry,Sad,Medium,Slow
Live and Let Die,Happy,High,Fast
Estranged,Sad,Medium,Slow
You Could Be Mine,Happy,High,Fast
Civil War,Sad,Medium,Slow
It's So Easy,Happy,High,Fast
Nighttrain,Happy,High,Fast
Mr. Brownstone,Happy,High,Fast
Rocket Queen,Happy,High,Fast
Old Town Road (feat. Billy Ray Cyrus),Happy,High,Mid-tempo
Montero (Call Me By Your Name),Happy,High,Mid-tempo
Panini,Happy,High,Fast
Holiday,Happy,High,Fast
Rodeo (feat. Cardi B),Happy,High,Mid-tempo
Sun Goes Down,Sad,Medium,Slow
Industry Baby (with Jack Harlow),Happy,High,Fast
C7osure (You Like),Sad,Medium,Mid-tempo
F9mily (You & Me),Sad,Medium,Mid-tempo
That's What I Want,Happy,High,Mid-tempo
Dead Right Now,Sad,Medium,Slow
Kick It,Happy,High,Fast
Lost in the Citadel,Sad,Medium,Slow
Scoop (feat. Doja Cat),Happy,High,Mid-tempo
Magnolia,Happy,High,Fast
Shoota (feat. Lil Uzi Vert),Happy,High,Fast
Long Time,Happy,High,Mid-tempo
Wokeuplikethis* (feat. Lil Uzi Vert),Happy,High,Fast
New Choppa (feat. A$AP Rocky),Happy,High,Fast
FlatBed Freestyle,Happy,High,Fast
Location,Happy,High,Fast
@ MEH,Happy,High,Fast
Yah Mean,Happy,High,Fast
Home (KOD),Happy,High,Fast
Flex (feat. Leven Kali),Happy,High,Fast
R.I.P.,Happy,High,Fast
Foreign,Happy,High,Fast
No Time,Happy,High,Fast
Neon,Happy,High,Fast
Californication,Sad,Medium,Slow
Under the Bridge,Sad,Medium,Slow
Scar Tissue,Sad,Medium,Slow
Otherside,Sad,Medium,Mid-tempo
Dani California,Happy,High,Fast
Give It Away,Happy,High,Fast
By the Way,Happy,High,Fast
Can't Stop,Happy,High,Fast
Snow ((Hey Oh)),Happy,High,Mid-tempo
Soul to Squeeze,Sad,Medium,Slow
The Zephyr Song,Happy,High,Mid-tempo
Dark Necessities,Sad,Medium,Mid-tempo
Aeroplane,Happy,High,Fast
Higher Ground,Happy,High,Fast
Around the World,Happy,High,Fast
Do I Wanna Know?,Happy,High,Mid-tempo
R U Mine?,Happy,High,Fast
Fluorescent Adolescent,Happy,High,Mid-tempo
I Bet You Look Good on the Dancefloor,Happy,High,Fast
Arabella,Happy,High,Mid-tempo
Why'd You Only Call Me When You're High?,Happy,High,Mid-tempo
Four Out of Five,Happy,High,Mid-tempo
Snap Out of It,Happy,High,Fast
505,Sad,Medium,Slow
When the Sun Goes Down,Happy,High,Fast
Crying Lightning,Happy,High,Fast
Cornerstone,Sad,Medium,Slow
Teddy Picker,Happy,High,Fast
One for the Road,Happy,High,Mid-tempo
Brianstorm,Happy,High,Fast
Stairway to Heaven,Sad,Medium,Slow
Whole Lotta Love,Happy,High,Fast
Kashmir,Happy,High,Mid-tempo
Black Dog,Happy,High,Fast
Rock and Roll,Happy,High,Fast
Immigrant Song,Happy,High,Fast
Dazed and Confused,Happy,High,Mid-tempo
Communication Breakdown,Happy,High,Fast
Heartbreaker,Happy,High,Fast
Over the Hills and Far Away,Sad,Medium,Mid-tempo
Ramble On,Sad,Medium,Mid-tempo
Since I've Been Loving You,Sad,Medium,Slow
The Ocean,Happy,High,Fast
Good Times Bad Times,Happy,High,Fast
Going to California,Sad,Medium,Slow
Do You Know,Happy,Medium,Slow
Patiala Peg,Happy,High,Fast
Raat Di Gedi,Happy,High,Fast
Proper Patola (feat. Badshah),Happy,High,Fast
High End,Happy,High,Fast
Laembadgini,Happy,High,Fast
Na Na Na,Happy,Medium,Mid-tempo
5 Taara,Happy,High,Fast
Ik Kudi,Happy,Medium,Mid-tempo
Pagal,Happy,High,Fast
Lamborghini,Happy,High,Fast
Gulabi Pagg,Happy,High,Fast
Beautiful Jatti,Happy,Medium,Mid-tempo
El Sueno,Happy,Medium,Mid-tempo
Kharku,Happy,High,Fast
Kaise Hua,Happy,Medium,Slow
Teri Hogaiyaan,Happy,Medium,Slow
Woh Baarishein,Happy,Medium,Slow
Manjha,Happy,Medium,Slow
Jaane De,Sad,Medium,Slow
Aaj Bhi,Sad,Medium,Slow
Aasmaan Di Pari,Happy,Medium,Mid-tempo
Ve Mahi,Happy,Medium,Slow
Kaise Hua - Kabir Singh,Happy,Medium,Slow
Tehas Nehas,Happy,High,Fast
Aaj Bhi - Acoustic,Sad,Medium,Slow
